Stn	T4700	G150	T1966	T461	T1338	T3133	Spp
Isfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	134-136	72-72	105-105	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-102	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	139-141	75-75	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Isfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Isfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	NA	75-75	113-113	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lenefjord	70-70	131-131	102-102	141-143	75-75	115-119	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	NA	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	NA	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	139-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-144	75-75	113-113	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	NA	NA	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Lopphavet	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lopphavet	70-70	131-131	102-102	144-144	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Lopphavet	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-77	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Lopphavet	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lopphavet	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lopphavet	70-70	131-131	102-102	NA	NA	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	NA	NA	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	141-141	NA	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	143-143	NA	115-119	Calanus finmarchicus
Lopphavet	70-70	131-131	102-102	NA	NA	113-113	Calanus finmarchicus
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 1	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Lurefjord 1	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	134-136	72-72	105-105	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 1	70-70	131-131	102-102	143-146	75-75	NA	Calanus finmarchicus
Lurefjord 1	70-70	131-131	102-102	141-143	75-75	NA	Calanus finmarchicus
Lurefjord 1	70-70	131-131	102-102	141-143	75-75	113-113	Calanus finmarchicus
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	70-70	131-131	102-102	143-143	75-75	NA	Calanus finmarchicus
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Lurefjord 1	70-70	131-131	102-102	141-143	75-75	NA	Calanus finmarchicus
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 1	67-67	161-161	99-99	134-134	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	102-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	NA	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	NA	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	NA	134-134	72-72	107-107	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	143-143	75-75	NA	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	70-70	131-131	102-102	143-143	75-75	NA	Calanus finmarchicus
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
Lurefjord 2	67-67	161-161	99-99	136-136	72-72	NA	Calanus glacialis
